Review,label,confidence
Cok da aman aman urun değil,0,2
maalesef yüzümde aşırı sivilce artışı oldu,1,2
M beden aldım 59 kiloyum yeni yıkadım daha denemedim ama kalıbının kücük oldugu belli ona göre alın,1,2
Arkadaşıma doğum günü hediyesi aldım bayıldı,2,3
"yırtmacın kumaştaki kesimi hiç hoş durmuyor, kumaşı kaliteli ve güzel değil ama günü kurtarabilir",1,1
Dikiş kalitesi iyi değil,1,1
Telefon numaram da 5 adet 5rakamı var üründe 4 adet var malesef benim işime yaramadı bir adet 5 rakamını kendim icat ettim,0,3
cok tereddüt ederek aldim ama bayıldımmmm indirime girdikçe stok yapacağım 🥰,2,3
Ürünü alalı yaklaşık 1 ay oldu. Ürünü taktığım günden beri sürekli suyun tazyiği azalıyor. Geri sökünce tazyik artıyor. Duşakabinin camları da kireçlendi. Bi işe yaradığını düşünmüyorum. Çöpe atmak zorunda kaldım.,0,3
ürün şarj olmuyor,0,3
müthiş bir ürün kesinlikle tavsiye ediyorum büyük gözlük sevenlere gayet uygun fiyatlı ve kullanışlı,2,3
biraz inceler inşallaj tüylenme falan olmaz,1,2
"Mürdüm rengi olduğu hiç belli değil , hiç beğenmedim",0,3
İz bırakıyor ve ince çizikler oluşturuyor.,0,2
Masa çok hafif. Sallanıyor. O yüzden 2 yıldız,0,2
"Ürün yüzümde soyuluyor, iyice emmesini bekliyorum ancak üstüne nemlendirici ya da başka serum sürdüğümde soyuluyor pul pul. Soyulanlar yapışıyor, Yüzüm kirli gibi görünüyor bir daha asla almam. Soyulma sorununu göz çevresi serumunda da yaşıyorum. C vitamininde böyle bir sorun yok mesela.",0,3
urun rengi biraz daha pembe saniyordum megersem kremmis,1,2
"Ürün kesinlikle sahte, önceden aldığım ivory rengiyle alakası dahi yok pembe bir şey göndermişler. Fotoğrafta üstteki önceden mağazadan aldığım gerçek ürün, kesinlikle iade!",0,3
"Renkler canlı,kaliteli.",2,3
çok güzel ikincisini aldım tam kalıp numaranızı alın,2,3
Biraz büyük geldi bir de rengi tam beyaz değil o yüzden iade ediyorum,1,2
çok güzel bir kitap herkese tavsiye ediyorum,2,3
Gunluk kullanima guzel,1,2
Hiç kaliteli değil. Dikişleri de çok kötü.,0,3
Temizlik yaparken vazgecemedigim tek marka,2,3
güzel ve ferahlatıcı bir ürün,2,3
"okadar kisa geldiki ,sanırsın crop aldim",1,2
Gerçekten çok güzel sonuç verdi. Hızlı teslimat için teşekkür ederim,2,3
kalblolu carplaydan sürekli telefonu kablo baglantılı tutumamak için aldım ama kesinlikle bu ürün alınca paranızı cöpe attıgınız üründür baglanmaya calışıyor baglanamıyor baglansa bile ölümcül yavaş ve asla bir şey yapamıyorsunuz asla,0,3
İçi dolu ana kayıp duruyor boşluk oluyor yapınca güzel ama uğraşmaktan kullanmaya üşeniyorum resmen :(,0,2
"SPİRAL HORTUMLARI ARIZALI CIKTI, BİZDE ESKİ MUSLUKTA TAKILI OLAN, SPİRAL HORTUMLARI KULLANMAK ZORUNDA KALDIK...",1,2
tek kelime ile mükemmel. yumuşacık,2,3
Çok dar bir beden büyük tercih edebilirsiniz,1,2
Koruyucu bant olmadan geldi. Yani kullanılmış ürün mü gönderildi bilemiyorum,0,2
Kaliteli yumuşak çok hoş çoraplar,2,3
"Hiçbir etkisi yok diyebilirim, ışıltı falan yalan defalarca denedim. Sadece abartılmış reklam malesef",0,3
durmadan duruyor yolda giderken tekrar açmak zorunda kaliyorsun,0,3
güzel kokusu var ama kalici degil,1,1
sorunsuz elime ulaştı begendim güzel paketlenmisti,2,3
Makyaj altına çok iyi.Pürüzsüzleştiriyor cildi,2,1
Aslında ürünü çok beğendim ama beyaz kısmı lekeli ve vuruk gönderilmiş. Normalde iade ederim ama yine aynı şekilde gönderileceğinden endişelendim.,0,2
yiyen lerime aldım iki tane çok beğendiler severek kullanıyorlar tereddüt etmeyin bu fiyata böylesi yok,2,3
biraz küçük geldi bir beden büyük alınabilir ama kumaşı röpteşambır kumaşı gibi çok parlak,0,2
ekaiksiz rehberiyle beraber geldi çok iyi🤩,2,3
Güzelleer kargom da açılmamıştı kapalıydı,2,3
"acayip gereksiz bi ürün ya. buharı yetersiz, deliği içme suyu koymama rağmen tıkanıyor. sadece görseli güzel. keşke almasaydım dediğim bi ürün. PARAMI VERİN :((((",0,3
xl almama rağmen resmen m beden geldi kalıbı küçücük kuzenleri verdim.s,1,2
etrafı kahverengi gösteriyor camı çizik geldi plastiği çok dandik her an kırılabilir,1,2
çok güzel aynı foğraftaki gibi istediğin ismi de yazıyorlar teşekkürler,2,3
içeriği güzel daha öncede almıştım ama kalemleri hiç güzel gelmiyor önceki aldıklarımin uçları içine kaçıyordu şimdi kiler ise doğru düzgün çizmiyor maalesef,1,1
fiyatlar daha uygun olabilrdi,1,2
yumuşak tam kalıp alın,2,3
2 haftadır sabah akşam düzenli kullanıyorum gözeneklerde hafif küçülme var. Aydınlık etkisi veriyor.,2,3
birazbüyük geldi ayagıma ama yinede kullanıyorum desenleri güzel,2,3
"kendim 36 numara giyiyorum eşim 42 hem ona hem kendime göre farklı bedenlerde aldık gelen çoraplar arasında 1 parmak kalınlığında büyüklük farkı var, kalıpları Devamını Oku",1,1
küpe güzel hailey i sevöediğim içi n 1 yıldız,0,3
ürün elima şimda ulaşdi malisef çatlak geldi u sebeb iyade yapdim,0,2
Teneke resmen teneke bes yasında cocugun kolunada anca olur oyuncak göndermişsiniZ sağolun!,0,3
"Yumuşacık gerçekten bütün kış bunu giydim , alın aldırın pişman olmazsınız :D",2,3
gönderdikleri ürünün  görseldeki ile alakası bile yok bikere kumaşı incecik görselde göründüğü gibi kaliteli kesinlikle deil üstüne bide delik var kumaşta nasılDevamını Oku,0,3
lastik kısmı sıkı. 57 kg m beden aldım sıktı,1,2
"kalitesi orta , beklediğim gibi değillerdi.",1,2
camı hemen kırıldı kenarlarından,0,3
Renkleri harika kalitesi iyi,2,3
Ürün kağıt kalitesi düşük.,1,2
sarj olmuyor yeşil ısık yanıp kalıyor kabağı kabalı oldu halde,0,3
pazar kalitesinde ideal,1,2
ürünün kalitesi mükemmel,2,3
Merhaba aldığım ürünün rengi donum turuncu ve jel kıvamında kesinlikle değil. Normal mi ?,1,2
Ürün görseldekinin aynısı olarak geldi ancak ölçüleri her kulağa uygundeğil o yüzden kullanamadım,0,2
KALIBI BOL KÜÇÜK ALMALISINIZ,1,2
22 kw diye aldım 5-6 kw alıyorum servis sorunumu çözmedi,0,3
cok iyi kalıp ve duruşu anneme ve ablama da aldım aile boyu giyiyoruz,2,3
ürün bordo geldi sorun değil merak ediyorum inşallah güzel yapabilirim bugün deneyeceğim yorumumu güncellerim,1,1
Çok beğendim Rengi giderse yorumu güncellerim,2,3
Geçmiş olsun ❤️‍🩹 🇹🇷🇸🇾,2,3
ilk puzzle'mız bayıldık kalitesi süper,2,3
KPSS hazırlanmak için aldım çok güzel içeriği,2,3
"hep yolda görüldü bir gün geç geldi hevesim gitti ,naylon bişey ben güzel olduğum için üzerime ne giysem yakışıyor,bana yakıştı 54 kg.1.65 boyundayım s oldu tamDevamını Oku",1,1
"Babam için aldım, çok güzel ve çok şık, ayrıca çok da kaliteli, teşekkürler🙏",2,3
göğüsüm küçük olduğu için tam bedenimi aldım ama alt tarafı çok dar oldu eğer küçük göğüslü değilseniz bir beden büyük alın,1,2
Kalıp ve beden tam çok beğendik,2,3
Kemerler güzel kullanışlı,1,1
İki adet aldım. Bir tanesi uyumsuz geldi. Kapıya takılmıyor.,0,2
İç kumaşı çok basit. Ama dışı yumuşacık. 89₺’ya değer mi. Tabi ki değer. Bu zaman da bedavaya çanta aldık. 3 tane sipariş verdim. Eşime dostuma da. Alın günlük Devamını Oku,2,3
Çok kaliteli fiyatına göre gayet güzel,1,1
Kutulama hariç gayet güzel,1,1
fiyat performans ürünü kızım için aldım gayet beğenerek kullaniyo alinabilir bir ürün,2,2
Çok beğendim.  Harikaa.. aşırı güzel,2,3
Özenli paketleme hediye için teşekkür ederim,2,3
Annem için aldıkbayldıkkkk,2,3
Cok severek kullanıyoruz,2,3
Ürünüm köpekler tarafından parçalanmış teslim edildi kullanamadan iade ettim çöp,0,3
Ürünü çok beğendim gayet güzel kesinlikle alabilirsinizz,2,3
çok güzel çok beğendim iyi toparlıyor.tesekkuler efem 😍,2,3
"Ürün fiyat performans ürünü ama hasarlı geldi, kurulum yapmadan önce dikkat etmeniz gerekiyor. Çok büyük ve taşıması zor olduğu için iade ile uğraşamadım.",0,2
Kızım 22 aylık biraz daha büyüyünce daha aktif yapacağız eminim,2,3
5 para etmez kumaşı kalitesiz terleten kumaş. 71 kg 167 boy L dar oldu.,0,3
Yorumlara bakarak aldım. Yüksek basınçlı diye. Bildiğin fısfıs gibi bişey boşa aldım. İadede edemem çünkü kullandım. Gereksiz para kaybı.,0,3
Çoook iyi çok beğendim tam bi fiyat performans ürünü,2,3
Güzel ürün fiyatı çok uygun,2,3
Çok zarif alırken hiç yorum yoktu satıcıya güvendim aldımm,2,3
çok şık güzel duruyor ve kullanılışı alın derim,2,3
Fena değil tam golf değil gibi,0,2
Kullanımı pratik tavsiye edilir tatillerde özellikle büyük kolaylık,2,3
Bu fiyata göre kalitesi gayet iyi 👍,1,1
Bana diğer markalarınkine göre fazla kuru geldi.,1,2
kaliplar farklı beyaz tam oldu diğer ikisi dar oldu biraz,2,2
2. aydan akıtmaya başladı az çok beklemeli beklemesin hiç farketmez ütü akıtıyor,0,2
Ben çok beğendim severek takıyorum sert plastikler,2,3
"Sadece sesi var. Şarj ettik ve denendi. Çekimi iyi değil. Sadece arabanın sol önü yaptım onuda tam almadı. Arka kısıma geçtim kapandı. Performans iyi değil. Sadece damacana havası çekmek için üretilmiş. Hava üfleyici var diyorlar öyle etkili bir şey değil, üflesen aynı etki yapar.Beğenemedim iade ettik.",0,3
Kullanışlı değil eşim yanlışlıkla sipariş etmiş,1,2
Poşeti yok ezik büzük şekilde içinde kıl pislik el izi var yapışkanı çıkmış bir şekilde,0,3
Ürün 7 gün geç kargoya verildi üstüne birde net gramajı 300 olmasi gerekirken 50 gram eksik gönderildi. Onun dışında ürünler taze ve lezzetliydi satıcının biraz daha dikkatli olması ve söylenen miktarda göndermesi marka adına daha doğru olur. Böyle devam ederseniz müşteri kaybedersiniz.,0,2
165 68 kiloydum xxl l aldım,1,2
YERİNE OTURDU VE KULLANIYORUM.AMA KARGODAN EĞİK GELMİŞ FARKEDEMEDİK.BİRAZ UĞRAŞIP DÜZELTTİK AMA YİNEDE İZİ KALDI.YAPIŞKANLARI YETERSİZ EK YAPIŞTIRICI KULLANMANIZ GEREKLİ,1,2
Ürünlerim hepsi aynı renk geldi,0,3
3 xl aldım bol dursun diye yapıştı yine hiç 3 xl gibi değil,1,2
"Tam İstediğim gibi , teşekkür ederim🌸🌸🌸🫶🏻🫶🏻🫶🏻",2,3
kumaşı güzel ama kalıbı aşırı küçük ona göre alın.,1,1
Berbat paketleme sebebiyle mıknatıs yerleri ürünün içine kaçmıştı zor çıkarttık. 3 adet sipariş vermiştim bir tanesinin numaralarından 1 numaraların ikisi de kesilip alınmış halde geldi.,0,3
içi o kadarda geniş değil daha büyük beklemiştim ama beğendim kullanışlı,1,1
çok iyi çok Güzel,2,3
Tam bir muadil ben sevdim hoş gayet,2,2
Çok tatlı güzel ama biraz kablosu oynayınca sesi gidip geliyo,1,1
kargolaması gayet güzeldi herhangi bir hasarı yok sevgilime aldım o yüzden başka bi yorum yapamam sanırım iyimi kötümü diye,2,3
"Şehir şebeke suyu 135 sertlik,  filtreleri takıp, yıkamasını yapıp  8-10 tank su akıttığım halde 201 sertliğin altına inmedi. Olanı da bozdu. Ürün sıkıntılı belli ki.",0,3
Urunler guzel aynı renk gelmıs kullandım kalıcılık ıyı tesekkurler flormar kargo paketı özenle yapılmıs,2,3
Kalitesi çok düşük pazar malı gibi.Lastik kısımları  hasarlı..,0,2
ürün gayet güzel ve kullanışlı tavsiye ederim fiyat olarak güzel,0,3
"Kesinlikle fiyatını karşılamayan bir ürün. Tablasının kaplaması kalkık, bacakları yamuk geldi. Güven vermeyen bir masa. Bilgisayarların bu kadar pahalı olduğu bir dönemde daha sağlam bir bilgisayar masası alın derim.",0,3
"Fiyat performans ürünü, kendi bedeninizi alabilirsiniz. Biraz rahat olsun bol olsun diyorsanız 1 beden büyüğünü alabilirsiniz.",1,2
Çok hoşlar beğendim,1,1
Ürünü E bebek mağazasından aldığımızda ürün kaliteli kalın sızdırmayan şekilde geliyor foto ve videolarımda yüklediğim şekilde geliyor ama ürünü kendi  SLEEPY mağazasından aldığımızda sürekli hatalı kalitesiz ürünler geliyor içi incecik sürekli sızdıran gerekli yerlere şikayetimi yapıcam zaten.,0,3
Çok bi işe yaradığı yok.,0,3
"Bu ürünü sipariş ettiğimde ürün üzerindeki açıklamalardan fırçasının tarak, fırça ve klasik fırça başlığı olarak 3 başlık tipini de içerdiğini düşünmüştüm. Ancak gelen ürün bu şekilde değil. Bu tür beklentisi olanlar için özellikle belirtmek isterim. Influencer’ların tanıttığı herhangi bir ürün maalesef..",0,2
bayıldım çok guzeller,2,3
güzel bir ürün  kullanımı kokusu vs tam not. alınacak ürün .,2,3
"Siparişleri eksik gönderiyolar,kargoyuda gününde kargolamıyolar,sorunum hala çözülmedi, tavsiye etmiyorum",0,3
cok kaliteli guzel,2,3
Kalıbı büyük geldi,1,2
Bazı ağırlıkların betonu kum olmuş,0,2
gayet güzel bir ürün  kalıp tam  istediğim gibi.,2,3
Doktorumuz 1ay kullanmamızı söyleyince Evde 10yıllık hastahane tipi var oğlum çok ağlıyor acaba sesinden mi korkuyor diye bunu aldık ama gerek yokmuş yine ağlıyor üstelik hastahane tipi 3ml ilacı 4 dkda bitirirken aynı ml ilaç bu üründe tam 8dkda bitiyor haliyle daha uzun süre huzursuz olmasın diye yine eski ürünü kullanıyoruz boşuna almış oldum sadece örneğin o akşam gezmeye gidicez evde çıkmadan fırsat bulup veremedim ilacı koyuyorum içine dökülme derdi yok gittiğimiz yerde vermeye çalışıyorum ama kesinlikle hepsini bitiremiyor çok uzun sürüyor,1,2
sorunsuz şekilde geldi fakat biraz uzun sürdü henüz kullanmadığım için başka bir şey diyemeyeceğim,2,2
Bu ücrete değer mi olabilir fakat bir artısı yok,1,2
"favori markam, fiyat performans ürünü, güzel kargolama, alınır",1,1
Dördüncüye kullanıyorum. Gerçekten yumuşacık yapıyor mis gibi kokuyor,2,3
Ürünün 2 si aynı kalanları kafalarına göre göndermişler iadeyle uğraşamayacağım için kullanmak zorundayım keşke görsele eklediğinizi gönderseniz,1,2
Kargo özenliydi.  hediyeniz için teşekkürler,2,3
kalitesiz duruyor ve cok ince,0,1
kahve için teşekkürler,2,3
renkleri bebekk gibi bayildimm ve esneklikleri de muhteşemm,2,3
Övüldüğü gibi değil çirt çirti kumaşa gelince iplik çıkarıyor çok dikkatli olmak gerekiyor giyinip çıkarırken kumaşı öyle kaliteli bir şey değil yanı övdükleri gibi bir pantolon hiç değil ona göre alın daha uygunları alsanız belki daha güzel bile çıkabilir,0,2
Ürün kaliteli ancak bedenleri çok küçük 1.75/60 kiloyum normalde 29 giyen biriyim 31 beden bile zor oldu. Boyunuz uzunsa almanızı tavsiye etmem çünkü kısa oluyoDevamını Oku,1,1
Gayet verim aldığım bir kitap,2,3
gerçekten güzel baya. normalde m-l arası giyiyorum ben bunu çok pot durmasın diye xs aldım iyiki öyle yapmışım tayt eşofman arası duruyor böyle ve baya da rahatDevamını Oku,1,1
Gayet işe yarıyor teşekkürler,2,3
çok beğendim..güzel.,2,3
Fiyat performans ürünu,1,2
Ürünü alalı çok oldu yapmaya bu hafta fırsat buldum. Sıvı kutunun yarınsında bile değildi 1 farı parlatmaya yetmedi. Yarım kaldı. Şimdi 5 kg almayı düşünüyorum ama bu marka yorumlarında 5 kg lıklarda da eksik çıktığı yazılmış. Kesinlikle almayacağım,0,3
bayildim tam istediğim gibi oldu,2,3
Kullanışlı ama sağlam değil,1,1
2 yildiz veriyorum  satici kendi keyfine gore karar veriyor gri renk yollamis kafasina gore...urun gorseli neyse onu yollarsin kul hakkina girme,0,2
Daha kaliteli bir ürün bekliyordum . Böyle daha tok duran birşey ama evde giyilebilinir .,1,1
çok güzel. kalitesi iyi,2,3
"kızım için aldım bu fiyata bu kalite çok iyi, özellikleri mevcut çalışıyor. tek sıkıntı kordonu daha iyi bir kalite olabilirdi..",2,3
Ürünü beğendim görevini sorunsuz yapıyor kalitesi illerde belli olur,2,3
"Masanin profil et kalınlığı çok zayıf. Birleşme yerleri plastik parça,zayıf.Paketleme çok iyi degildi.Maaa kenerlari hasar almis.Resimde gözüküyor iyi bakın. Kargocunun o gün ki ruh haline kalmış.Kalite orta",0,3
Çok minnoş bi çanta bayıldıkkk❤️,2,3
kitap içeriği mükemmel hazırlanmış,2,3
teşekkür ederim tek tek hepsine yorumlamak istedim çok memnunum sizden alış veriş yaptığıma emeğinize sağlık,2,3
"38-44 beden ne demek...Ayağınız 44 değilse almayın...
Meraklı bir 38 ayak varsa denesin
Benim ayak 42 topuk çizgisi bileğime kadar çıkıyor.",0,3
Elimde kaldı kuruldu hemen,0,2
Siyahin griye gore boyu daha kisa esnek kumasi sert degil kendi bedeninizi alabilirsiniz,1,2
"Kızlarım çok severek tüketiyor,tavsiye ederim",2,3
neden daha önce almadığına pişman ettiren bir ürün .acı sıfır pratik olması 10 numara,2,3
malesef kumaş kalitesini beğenmediğim için iade,1,2
ürünlerim iyi paketlenmiş geldi. teşekkürler,2,3
Ürün barkodu açık şekilde gönderim yapılmıştır . Satıcı hepsıburadaya yakıştıramadım,0,2
Çok ince ve kalıbı büyük. Basit duruyor,1,2
"2 tane sipariş verdim kutu ezik geldi parçalanmış, ürünün biri daha çok diğeri daha az çıktı",0,3
Bileğime küçük geldi ama görünüşü harika,2,3
çok basit bi plastik takarken kırıldı,0,3
Ürünün biri eksik bir tanesi batlamış şekilde diğerlerinde de açma kapatma yeri bile yok iade ediyorum,0,3
Sağlam bi şekilde ulaştı beğendik ama bi defosu var yardımcı olursanız sevinirim çorba çırpacak kısmı oturmuyor,1,1
2 adet sipariş verdim 1 tanesi çizgi var takınca anladık firma kabul etmedi hatalı ürün gönderim yapılmış memnuniyet 0,0,3
"Özensiz satıcı.1,5 aydır okuma yazmaları yok herhalde 2xl talebimi yerine getiremediler.devamli 5xl gönderip duruyorlar.!!!!!!",0,3
zımbayla tutturulmuş tek kulanımlık kemerler,0,2
Kumaşları çok güzel beğendim tam kurtarıcı bir parça,2,3
renkleri çok tatlı sağlam elime ulaştı,2,3
fiyatı gayet uygun çok iyi ürün,2,3
güzel fiyat performans,1,1
Çanta çok güzel kesinlikle alın derisi falan çok kaliteli ben kopacağını falan da sanmıyorum nazar değmesin de 🧿🪬alın aldırın.. ayriyetten içi de büyük ben küDevamını Oku,2,3
güzel bir ürün uygun fiyatlı teşekkürler,2,2
F/p ürünü. Daha kaliteli bir kumaşı olabilirdi. Kullanılmış gibi dikişleri iyi değil ama idare ediyoruz. Daha pahalıya daha kalitelileri var fiyatına göre,1,1
"Çok fazla ezilme vuruk var, büyük parçalar olduğu için iade ile uğraşmadım metal bacaklar çok da sağlam değil.",1,1
Ürün genel olarak güzel karne hediyesi olarak aldık çocuklarım sevindi ama iki gün sonra 200 TL indirime girmesi çok üzücü.,1,1
Güzel paketleme de iyiydi,2,2
Bu fiyata bu ürün iyi ama kesinlikle idare eder bir ürün değil...,0,2
Berbat bir ürün basit bi tablo asmak için almıştım tabloyu duvara astım içeri gittim arkamdan pat küt bi ses.. tüm olay aşağı inmiş üstelik duvarı da mahvetmiş bide bu berbat bant yüzünden alçı boya badana işine giriştim.. asla önermem kendine hayrı olmayan bi bant,0,3
İçeriği temiz diyemem ama tadı fena değil,1,2
Yazık bu parayı haketmiyor,0,2
Ne iyi ne kötü orta halli bir şey,1,1
2 adet almıştım birinin gösterge paneli bozuk iade ediyorum,0,2
Ürün fotoğraftaki gibi geldi ve dokusu çok güzel.,2,3
kargo çok hızlıydı 1 günde sapasağlam geldi çok teşekkür ederim. kitabında faydasını görürüm umarım &lt;3,1,1
Çantanın yan tarafında bir demir parça eksik. İade ediyorum.,1,1
Ürün tasarımı kullanışlı fakat defolu geldi ölçü 80x40 istedim 69x39 geldi müşterinin talebini ciddiye almamak güven sarsar ve haktır,1,2
S bedeni bile aşırı büyük 👎🏻kumaş kalitesi güzel,1,1
3 yıldız yeterli,1,2
Muazzam paketleme ile geldi. Ürünün fotolarinda kurulum videosu var şarjlı matkap ile 10 dk da kuruluyor kalitesi de gayet iyi tüm ayakkabıları topladı,2,3
gayet güzel ve kaliteli iyi çoraplar,1,1
bir işlevini göremedim,0,3
Urun fiyat islev acisindan iyi ancak kargo sirketi 5gozlukten 4unu kirmayi basarmis. Yildiz urune. Satici firma kargo sirketini degistirsin. Emege yazik,1,1
"Özensiz, orjinal paket icerisinde  degildiler kargo poşetine atıp göndermişler, model ve beden farklı farklı acar açmaz iade.",0,3
ananem için aldım rahat kullanabildiği bir ürün çocuk kilidi olması iyi olmuş beğendik,1,1
Şurup gibi bir tadı var. Faydası için kullanıyorum tabii...,1,2
Tam beden kurtarıcı bir parça göğüs dekoltesini kapatmak için kullanıyorum,1,2
ürün elime sorunsuz ulaştı daha denemedim umarım faydasını görürüm teşekürler.   (denemediğim için 3 yıldız verdim),1,1
büyük göğüslüler 1 beden büyük almalı çok küçük geliyor,1,2
"Kalite çok güzel, harika paketlenmiş ama minyon yüzlere çok büyük oluyor ondan kaynaklı iade :(",0,3
sonucu görünce başkalarınada aldırdım,2,3
Nebihan hanımda gördüm beklediğim gibi kaliteli gelmedi polyester oranı fazla ama cırt cırt kısmı güzel,1,1
25 eylüle  verdiğim siparişi bir türlü teslim edemediler. Şimdi de stoklarda yok diye iptal etmişler haberim yok. Bir daha alışveris yapmayacagim,0,3
ürün çok kötü bi ürün almayın derim kulaklık silikonları çıkmıyor bile boşu boşuna paranızı vermeyin buna,0,3
Ürün hasarlı geldi. Paketlemede köşe korumaları vardı ama sert malzemeden olduğu için 1 köşesi kırılk olarak teslim aldıkim. büyük ihtimalle kargo firması içine etti ama yinede kargocuda aramamak lazım hatayı böyle bir ihtimale karşı önlem alınması gerekiyor.,1,2
Görünümü şık fakat taşıma gücü yok 11 adet mont taşımadı sonuç hüsran.,0,3
Bence kesimi bol ve basenliyseniz yakışmıyor kumaşı fena değil ama klasik bi pantolon değil bence,1,2
Şaka gibi ürün eksik şişede böyle bişey olmaz 6 ürün aldım 3 de problem var şişe kullanılmış paketi kontrol ettiğimde bir akma söz konusu değildi,0,3
Ürün zamanında ve sorunsuz geldi fakat kalitesini çok beğenmedim bundan önce aldiklarimdan ince,1,1
Daha önce kullandığım ürünlerden farklı geldi temizlik hissi uyandırmadı BNde,1,2
Ürün ün 15 güne yakın bir sürede geldi 28 kg yazıyor başlıkta açıklamada 20 kg kargo firması 10/0,0,2
"1 günde teslim edildi, ihtiyacımı fazlasıyla karşıladı. Teşekkür ederim",2,3
resme bakınca kitap gibi gözüküyor ama hepsi fasikül ona göre alın bizim gibi şaşırmayın🙂🙂,1,2
kumaş güzel ama çok küçük. bedenimi almama rağmen çok küçük. yeğenime verdim.,0,2
"çok güzel, ince, şık bileklik",2,3
Kaliteli ama bir beden büyük alınmalı,1,1
Çok uygun fiyatlı aldığım için mutluyum,1,2
Ürün resimde ki gibi geldi. Paketleme çok güzel yapılmış Almanızı tavsiye ederim,2,3
Kesinlikle orjinal ayakkabı değil kutusuz geldi heryerinde bali lekeleri var indirim yapıp insanları kazıklıyorsunuz fiyata aldanıp sakın almayın,0,3
"Tam anlamıyla kötü. Lastikler çok ince, hiçbir direnç uygulanmıyor çünkü lastikler kıvrılıp ip gibi oluyor. Üstelik materyali de çok ince sanki yırtılacakmış gibi. Tüm lastikler aynı seviye. Tam bir hayal kırıklığı oldu.",0,2
Kesinlikle tavsiye etmem.  Normal musluk suyu gibi. Tat koku aynı.,0,3
çok çok güzel çok beğendim harikasınız ve kargo o kadar hızlı geldi ki şaşırdım,2,3
"Ürün herhangi bir çizik, ezik vs. olmadan teslim edildi. Kullanım açısından gayet iyi iş görüyor ve profillerin sağlamlığı iyi. Tek kötü yanı vidaları ne kadar sıksanızda ürün üst taraftan yanlara doğru bayağı sallanıyor.",1,1
Beden tablosuna göre xl yani 4 numara sipariş verdim gelen ürün 4 numara fakat xxl gibi aşırı büyük ürünün etiket baskılarında hata var bence bu yüzden iade etmek zorunda kaldım,1,2
Barları idare edecek derece. Ağırlıkları sağlam. Kullanılır uzun ömürlü olur mu bilmem.,1,1
Anneme aldığım ikinci radyo kendime de sipariş vermediğim için üzüldüm ses kalitesi duruşu mükemmel satıcı firmaya ve kargo şirketine teşekkür ederim.,2,3
Geç teslim oldu. Vida yerlerinde hAvşa olmadığı için etiketler kötü görünüyor.,1,1
Çok beğendim 1.70 59 kilo l beden aldım tavsiye ederim,2,3
Kısa sürede hasarsız bir şekilde elime ulaştı. Gayet kaliteli bir  ürün,0,3
"Üründen dört adet aldım, ikisi saglam, ikisi kırık çıktı. Kırılan yer gözlüğün kolunun birleşim yeri. Muhtemelen kargoda kırılmış. Bir de basit yapılmış, en ufak darbede kırılır. Ben de ipli yapacagım. Cam kısmı sağlam. Fiyatına göre bu kadar oluyor.",0,3
Çocuklar için harika,2,3
çok güzel bir ürün ama keşke bir küçük beden alsaymisim biraz bol durdu ama sorun değil,2,3
"Rengi resimdeki gibi değil,kelitesi çok düşük.
Bedeni küçük geldi tam numara almamize rağmen👎",0,3
"boyu aşırı kısa, boyun ağrısı yapıyor",0,2
gayet güzel rahatlıkla alabilirsiniz ben m beden aldım tam oldu,1,1
Arabayı temizce yıkadım camları. Sonra ön cam arka cam ve aynalara 5 kat sürdüm 2 gün araba kapalı garajda durdu. Hiçbir fark olmadı,1,2
Resimde üst siyah çerçeve düz görünüyor ama gelen gözlüğün üst çerçevesi yuvarlak hatlı. Bu da açıklık kalmasına sebep oluyor. Ayrıca merceği gözü yoruyor. Bir dahakine deniz gözlüğü tipli olanlardan sipariş vereceğim çünkü bu haliyle pek güven vermedi.,1,2
Satıcı inanılmaz ilgisiz sorun yaşamama rağmen dönüş yapılmadı,0,3
Ürün çok güzel fakat en sondaki salyangoz kopuk geldi 🥺 keşke kontrol edilip gönderilse,0,3
şarjı çok az gidiyor. bunu bilerek satın alın. onun dışında fena değil,1,2
paketleme gayet güzeldi.,1,1
Çok kötü çok kalitesiz daha ilk yıkama yanlarındaki dikişli yerleri koptu tutku diye aldım ama yazıklar olsun o kadar para veriyoruz ilk yıkamada çöp.,0,3
çocuklar için harika gerçekten bayağı incelemeye basladilar cirt cirtlari da cok saglam kesinlikle bütün ebeveynlere tavsiye ederim,2,3
güzel deil kuması kotu,0,3
Fiyat olarak çok iyi ve bu fiyata bu kalite mükemmel çok beğendim ve tekrardan sipariş verdim teşekkür ederim,2,3
Askı yeri kopuk ürün yolladılar kargo gelir gelmez iade kodu oluşturup aynı gün kargoya teslim ettim iademi reddettiler. Benim aldığım satıcıdan almanızı önermiDevamını Oku,0,3
Satici ilgisiz. Dumbellardan sıvı akıyor. Barlar kısa.,0,2
eşim sınava çalışırken dışarıdaki sesi kesmek için kullanıyor. o yüzden çok yorum yapamıycam ama sıkıntısız geldi,2,3
Çok teşekkür ederim  kargo güzel geldi,2,3
Orta kalitede ama sevdim ilk aylarda bol bol kullanılıyor,1,2
Leş gibi bir küpe ikinci takışımda rengi grileşti almayın,0,3
Sakın almayın iki kere çalıştıtmaya bozuldu,0,3
