Review,label,category
Ürün güzel ama paketleme berbat sadece Bi strec e sarmislar,2,Genel
Arkadaşıma hediye almıstım çok güzeller,1,Giyim ve Aksesuar
fotoğraftaki ile alakası yok rengi de aynı değil,0,Giyim ve Aksesuar
aynı urun gelmedi.Uzun ic astardan geldi.Bir daha sipariş vermek istedim Fiyat yükselmişti vazgectim,1,Genel
İşimi gördü fiyatına göre iyi,2,Giyim ve Aksesuar
harika bir ürün kesinlikle alın hem birden fazla gözü var hemde baya kaliteli,2,Elektronik
"Yani pek Bi esprisi yok, şok veya ayüz1 de satılanlara göre daha kaliteli, en azından usb veya flash disk desteği olsa daha iyi olurdu. Müzik noktasında Telefonunuzun sesi az ise kullanabilirsiniz. Bu kadar küçük bir cihazdan Çok da büyük bir beklentiniz olmasın.",1,Genel
160 boy 47 kiloya 38 beden tam oldu,2,Giyim ve Aksesuar
urun polyester önermiyorum,0,Giyim ve Aksesuar
"Kızlarıma aldım, çok beğenerek giydiler.",2,Giyim ve Aksesuar
Kalitesi beklediğimden düşük,1,Genel
Kurutmuyor hangi programı kullanırsanız kullanın KURUTMUYOR servisi çağırdık bu böyle dediler biz düştük siz düşmeyin.,1,Genel
"Hizli kargo, ilgisiz satici...",1,Genel
Böyle birşeyle karşılaşmak istemiyorsanız almayın arkadaşlar ben nişanlıma aldım hediye olarak mahcup oldum zor durumda kaldım,0,Genel
Cok aman aman kaliteli urun değil,1,Genel
Bu puanım eğer satıcı kaynaklı değilse kargo firmasına. Ön kapak tırnakları parçalanmış şekilde geldi montaj için geldiklerinde fark ettler. Servis değişim yapacağını söyledi. Tabi servisinde bazı eksikleri vardı lk geldiklerinde gerekli ekipmanları yoktu tedarik ettikten sonra tekrar geldiler. Montaj sırasında klima mesafesini doğru ayarlayamadıklarından dolayı pencerenin açılmasına engel oldu tekrardan duvarları deldirmek istemediğimden bu şekilde kullanacağım mecbur. Şansınız varsa sağlam gelirse ve ekip de işini biliyorsa klima güzel.,1,Genel
Ya siz şaka mısınız anlamadım geçen yıl almıştım bayılmıştım fiyatı 3 katına çıkmış yolladıkları şey de naylon,0,Giyim ve Aksesuar
Ürün defolu geldi süresi dolduğu için iade yapamıyorum satıcaya hiçbir şekilde ulaşamıyorum satış sözleşmesindeki numara da geçersiz. Lütfen bunu telafi edin Altınyıldız markasına asla yakışmadı,0,Genel
Normal kalite,1,Genel
"Cocobolinho’dan görüp büyük hevesle aldım, ancak hem ürün hem satıcı tam bir hayal kırıklığı oldu. Pantolonun 2 bacağı birbirinden farklı, biri oyuk diğeri ise düz iniyor, satıcı ise değişim iade kabul etmedi!! Resmen kusurlu mal satıp arkasında durmuyorlar, paranızı çöpe atmayın.",0,Genel
Demiri çok kalitesi en küçük eğilmede kırılacak gibi,1,Genel
Renk vermiyor. Hafif pembelik verse zararasiz bir şekilde güzel olurdu. Çocuk için aldım.,1,Genel
"Ürünü mucitpanda adlı satıcıdan aldım. Başka şekil yokmuş gibi iki yumurta aynı şekil geldi. Bordo olan bir çocuğun açamayacaği kadar sıkı, lila olan da gevşek kapanmıyor.",0,Genel
rengi çok güzel bayıllldımm,2,Giyim ve Aksesuar
Fotoğrafından farklı geldi ve beğenmedim,0,Kozmetik
aşırı boll ve büyük kesinlikle küçük beden alınmalı. kendi bedenimi aldım önlük gibi durdu süveter içine giyiyorum büyük olduğu için hamile gibi gösteriyor. ancDevamını Oku,0,Giyim ve Aksesuar
büyüklükleri mükemmel çok beğendim,2,Giyim ve Aksesuar
kulaklığın yanında gelen kılıfı güzel elime hızlı ulaştı kulaklık kaliteli,2,Elektronik
"İçinden hizalama aparatı çıkmadı, sıradan bir ekran koruyucu gibi gözüküyor. Bu paraya bu ürün mantıklı değil.. İade",0,Genel
Çekiş gucü ve kalitesi iyi ama şarj çok çabuk bitiyor. Bir arabayı 3 şarjla bitirebilirsiniz.,0,Genel
Bayıldım mükemmeller bileğimden hiç çıkmıyor kararma da yapmadı çok hızlı geldi,2,Giyim ve Aksesuar
"Ürünü hediye almıştım, beğenildi.Tesekkurler",1,Giyim ve Aksesuar
Ürünü kullanmadım henüz ürün hakkında yorum yapamam ama ürünün ambalajı düzgün olmasına rağmen ürünün 3 te 1’i dökülmüştü kutu ıslaktı .,0,Genel
"2 adet sipariş verdim, 1 adet geldi",0,Genel
tam istediğim gibi geldi teşekkür ederim kendi bedeninizi alabilirsiniz,2,Giyim ve Aksesuar
sağlam güzel geldi karaca daha korunaklı yapardı kargoyu normalden daha korunaksizdi indirimde 1.500 e aldım,1,Elektronik
Göz çevremde morluklar var renk tonumu eşitleyip aydınlattı üstelik cildimi de yumuşacık yapıyor sürekli kullandığım bir ürün,2,Kozmetik
Baska marka geldi,0,Genel
15 sn den fazla çalıştırınca aşırı ısınıyor. onun dışında evde darbeli matkap çalışıyormuş gibi bir gürültü oluyor çalıştırınca. onun dışında iyi 😂,1,Elektronik
gercekten cok guzel dusunmeden alabilirsiniz,2,Kozmetik
kokusuna bayıldım efsane bir ürün severek kullanıyorum saçlarımı yumuşacık yaptı dokulmelerim azaldı içeriği çok temiz ben çok memnun kaldım tavsiye ederim,2,Kozmetik
Güzel beğendim yaşına uygun du,1,Genel
çok güzeldi indirimde aldık çok uyguna geldi,2,Giyim ve Aksesuar
15 aylık oğlum için aldım dikkatini çekti,2,Kitap / Hobi
bence çok güzel bir ürün ailecek kullanıyoruz herkes memnun ve beyazlatıyor fiyatı da gayet iyi,2,Kozmetik
Köpük vermiyor ne kadar sallansa da sıvı akıyor,0,Genel
Her şey çok iyi fakat bass isteyenler başka bir model baksın derim. Bass çok düşük ve ekolayzır ile de olmuyor.,2,Genel
Ürün kenarları çıkmış. Kapaklar eşit değil. Off,0,Genel
Parçalar eksik geldi .sadece bir tanesini yapabildi.,1,Genel
Parasına göre kaliteli değil,0,Genel
"Kampanyalı iken almıştım, fiyatına göre gayet iyi, kesimi daha güzel olabilirdi.",1,Genel
Fiyata göre fena sayılmaz ama beğenmedim ne yazık ki,1,Genel
Gayet iyi ses gücü hızlı doluyor ve gayet iyi kendime aldım ders yaparken çok işime yaradı,2,Elektronik
paketleme iyi kargolama hizliydi cicek kokusu severlere tavsiye ederim,1,Kozmetik
23 Nisan indiriminden aldığım üç üründen ikisi gelmedi. Çocuğum heyecanla oyun hamuru bekliyordu hayal kırıklığı yaşadı. Ürünümü gönderip sorunumu çözmenizi ümit ediyorum,0,Genel
Annem düğünde kullandı bugün kurtarır,1,Giyim ve Aksesuar
Çok kuvetli değil hafif kalın bir kumaşda zorlanırsınız baza etrafına ince kumaşa uygun ama bi koltuğu yapmak isterseniz zayıf kalır,1,Genel
renkler çok güzel birebir aynısı geldi teşekkürler fiyat olarak uyguna geldi,2,Giyim ve Aksesuar
pek bi hava üflediği söylenemez :),1,Genel
Pompalari hemen bozuluyor sırf temiz diye alıyordum ama bıktım artık çöp oluyor pompa bozulunca.,1,Genel
boyutu küçük ama zarif,1,Giyim ve Aksesuar
BİR YIKAMADA BOYUN KISMINDAKİ İPLERİ DIŞARI ÇIKTI,1,Genel
Çok beğendimmmm zarif baya,2,Giyim ve Aksesuar
Telleri göründüğü kadar sert ve sağlam değil maalesef ve alt kattaki çamaşırların yere değmemesi için yüksek tasarlanmış,1,Genel
Çok iyi yapıyor,1,Giyim ve Aksesuar
Cihazda sorun yok ama açılmış kutu gönderiyorlar ve iade kabul etmiyorlar almayı düşünenlerin bilgisi olsun.,2,Genel
fiyatına göre mükemmel bir ürün ses kalitesi gayet iyi bataryası da çok iyi uygulamasından sesinide istediğiniz gibi özelleştirebiliyosunuz,2,Elektronik
basarili urun,2,Kozmetik
"Merhaba, Ürünü şimdi açtık. Maalesef kırık geldi. İade etmek zorundayım.",0,Genel
Alıp evin içinde surekli kullandım kullanıyorum,2,Giyim ve Aksesuar
çok beğendim fiyatı da çok uygun ve renkleride çok güzel gönül rqhatligiyla qlabilirsiniz😊,2,Giyim ve Aksesuar
"PARÇASEPETTE SATICISINDAN ALDIM. SON KULLANMA TARİHİ GEÇMİŞ BİR ÜRÜN GÖNDERMİŞLER. BUGÜN 20.12.2024, GELEN ÜRÜNÜN SON K. TARİHİ 13.09.2024",1,Genel
hepa fitre güzel de iç fitrenin plastiği vs uyduruk iş görüyor satıcı hızlı kargoladı tesekkur ederim,1,Genel
1 yil sonra kilit milin ordan kırıldı cöp oldu,0,Genel
Hiç bı ise yaramiyor,0,Genel
TEŞEKKÜR EDERİM,1,Genel
İçinden kum dökülüyor.Mutlaka hesinin kapak kısmından tekrar silikonla geçmek gerekiyor.,1,Genel
Eski kalite yok.,1,Genel
Bana biraz ince gibi geldi s beden almistim normalde s m giyiyorrum s bile bol durdu yani bol sevmeme rağmen beğenemedim,1,Giyim ve Aksesuar
"Çok muhteşem kaliteli bir şey beklemeyin. Başka saatler de vardı ancak genç nesil arasında moda herhalde oğlum özellikle bunu istedi uygun fiyat mı bilemem ama aldık. Ayarlarını yaptık güzelde çalışıyor. Ekran ışığı çok iyi değil. Onun dışında saat, alarm ve kronometre den oluşan bir cihaz. Kordon uzunca nasıl küçültülür onu da saatçi arkadaşlar yapacaktır eminim.",1,Genel
sağlam geldi kullanışlı,2,Giyim ve Aksesuar
Ben daha önce başka bir yerden almıştım kalıcığı ve ürün çok güzeldi. Bununla eski ürünü karşılaştırdığımda aralarında ambalajdan tut kaliteye kadar çok fark var. Ürünün orijinal olmadığını düşündüğüm iöin 1 yıldız veriyorum,0,Genel
İpone uyumlu diyorsunuz uyumlu değil iade ediyoruz iade kabul etmiyorsunuz kesinlikle almayın,0,Elektronik
"Kırışık poşetin üzerinde hijyen etiketi var, denemek için açmam gerek, açarsam iade edemiyorum. Deneyemediğim bir sütyeni nasıl alayım, aynen iade etmek zorunda kaldım maalesef.",1,Genel
"Her zaman kullanıyorum, leke çıkarma da iyi ama doğru derece ve basınçta kullanmak gerekiyor. Beyazlar için hele de salça lekesi için etkili değil maalesef, bingo oksijenli çamaşır suyuyla birlikte kullanıyorum beyazlarda. Eğer çok lekeli salça ya da kan lekesi var sa önce soğuk suyla lekeyi yumuşatıyorum sonra ön yıkama da yüksek derecede yıkıyorum tertemiz oluyor( beyazlar için)",2,Genel
üzerine birşeyler koyabiliyorsunuz ama 10/10 sağlam gözüyle almayın. gelen sunta plakaların köşeleri deforme olmuş. ürün parası gibi kalitesiz.,1,Genel
İndirim var diye almıştım ama kalite düşük geldi bana. Olması gerekenden İnce.,0,Genel
Çok övüldüğü için almıştım. Çok abartılacak bir ürün değil bence.,1,Kozmetik
Her zamanki kalitede değil daha kuru. Havaların sıcak olmasından kaynaklı bekletilen yerler muhakkak havasızki kuru geliyor neredeyse.,0,Genel
Çok beğendim çok teşekkür ederim. Yanına topuk taşı da hediye yollamışsınız çok incesiniz :) teşekkür ederim,2,Kozmetik
İndirimden aldım memnun kalırım,1,Kozmetik
Kalitesizz,0,Giyim ve Aksesuar
çok şirinnnn,1,Giyim ve Aksesuar
yenıce doğum yaptım 1.60 boy 75 kıloyum belının lastıklı olması çok ıyı kalıbı çok güzel kılo verıp dıger renklerınıde alıcam,2,Giyim ve Aksesuar
Zımba makinesi iyi fakat yanında gelen teller için aynısını diyemem paslandılar 2 günde ve kırılıyorlar sağlam değiller,1,Genel
Oyun için alıyorsanız hafızasını göz önünde bulundurun yetmiyor bilmeyenler kurulumds zorlanabilir gayet güzel bir bilgisayar memnun kaldık,2,Genel
Tarihi geçmiş ürün geldi,0,Genel
Ürün bozuk işlemiyorrr,0,Elektronik
Çok tatlı duruyor 👍👍👍,2,Giyim ve Aksesuar
Temeli olmayan kpss adayları için iyi bir kitap,2,Kitap / Hobi
Görseldekiyle alakasız bir ürün gönderilmiş. İş ahlakı bu olsa gerek.,0,Genel
Güzel bir ürün tavsiye ederim valiz için mükemmel çözümm,2,Giyim ve Aksesuar
ürün elime ulaşmadığı halde teslim edildi yazıyor.,0,Kozmetik
daha kargoda kırılıp geldi,0,Kozmetik
ay çok şık muhteşem bir bileklik kombinii,1,Giyim ve Aksesuar
plastik kısımları çok kaliteli bir görüntü vermiyor koruyuculuğu konusunda bişey diyemem,1,Genel
Bir pulu eksik. Napayım ben bu tavlaya. İade edeceğim,0,Genel
Kablonun kesiti ince ama iş görür,1,Genel
Harika hediye olarak aldım çok beğenildi,2,Giyim ve Aksesuar
Çok güzel paketlenmişti çok hızlı geldi,2,Elektronik
Direksiyon kısmında tek clips var. Kaykay kısmında geçmeli olarak iki adet clips var. Yardimci olurmusunuz? Kurulumu için kullanma kılavuzu yok. Kusurlu ürünse iade etmek isterim.,1,Genel
İyi beğendim👍🏻,2,Giyim ve Aksesuar
Ürün gerçekten çok güzel sanki 55 tl değilde daha pahalı bi gözlük gibi görünüyor sarıcaya teşekkür ederim,2,Giyim ve Aksesuar
Kalıbı dar alacaklar ona dikkat etsin,1,Genel
Sorular kaliteli anlatımı güzel sağlam geldi ama sayfaları çözmeye başladıkça kitap ayrılıyor,2,Kitap / Hobi
Kalitesini beğenemedim fermuarı takılıyordu,0,Giyim ve Aksesuar
çocuk için ideal .,1,Elektronik
Ürün sürekli kullandığım iyi bir ürün ama satıcı bildiğiniz ezik göndermiş hemde iki ayrı siparişi de aynı şekil,0,Genel
Cildim zaten parlak üründe iyi alın,1,Kozmetik
yeğenim için aldım severek tüketiyor,0,Giyim ve Aksesuar
çok Minnoşlar bayildim,2,Giyim ve Aksesuar
Sehbanın 2 ayağında tahta çatlağı var kenar boyası iyi değil diğer kısımları iyi,1,Genel
Güzel hava üflüyor ama sağa sola dönerken gıcırtı sesi yapıyor. Aynı satıcıdan 2 tane aldım ve bir tanesi kırık geldi iade oluşturdum. Paketlemesi rezalet haldeydi kutu paramparça geldi.,1,Genel
sesi iyi değil yorumlarda çok abartıldığını gördüm ve aldım ama fazla bi beklentiniz olmasın hızlı kargo kılıf ve yanında gelen hediye için teşekkürler,0,Elektronik
Ürün kaliteli ve sağlam ama çok küçük tabiki masaüstü küçük olacak ama baya küçük bu bunun yerine orta boy masaüstü bir fan daha kullanışlı olur esinti gücü beni tatmin etmedi.,1,Genel
güzel kaliteli geldi teşekkür ederim,1,Giyim ve Aksesuar
Ürün berbatötesi bir ürün. Dikiş yerlerinden ışık görünüyor. Telleri çok çok ince. Taktığın yerde kenarlarda teller boşa çıkıyor kumaş içe yoplanıyor,0,Genel
Çok katlanıyor terleme yapmıyor kuşak gibi bir şey adi mal,0,Genel
daha kullanmadım Ama güzele benziyor beğendim,2,Elektronik
Fotoğraftaki ürünün aynısı gelmedi uç kısmı farklı bir ürün ayrıca ortadan 2ye kesilmiş silikon ucu 10 adet,1,Genel
"Satıcı siparişi verdiğim gün ürünü kargoladı ancak sürat kargo gibi berbat bir firma ile yolladığı için 22 mart da bana ulaşması gereken ürün 25 mart da ulaştı. Ürünü direk kendi kutusu ile yolladıkları için kutusu parçalanmış durumda geldi , prizin çalışıyor olması mucize... Satıcı paketleme konusunda özensiz. Ürüne gelicek olursak gayet kaliteli. Puanı satıcının özensiz paketlemesi ve kargo firmasının geç ulaştıması yüzünden kırıyorum.",1,Genel
ürün bı tık çekme yapıyor renginde solma olmadı yıkadım fiyatına göre normal ben salaş aldım biraz 3xl iyi oldu,1,Giyim ve Aksesuar
10 rengini aldım,2,Giyim ve Aksesuar
"Merhaba ürün En fazla iki ya da üç kere kullanmışımdır , çok hızlı bir şekilde bozuldu ısınıyor amabuhar çıkmıyor ve bu ara açtığımız zaman tık tık ses geliyor. Bu yüzden kullanamıyorum yenisiyle değiştirmek istiyorum",1,Genel
Cabuk bozuldu. Adim adim arizalanmaya basladi. Once cevrimdisi oluyordu surekli. Sonra da cihazi sifirlayayim dedim ekleme yapilmiyor.,0,Genel
Altınyıldız ismini hak etmeyen bir ürün sıradan bir Polar kumaş ve fermuar,1,Genel
3D li kumanda ısmarladım ama gelenin 3D si yok hızlı kargo,0,Genel
Güzel sade kibar çanta,2,Giyim ve Aksesuar
indirimden beğenerek aldım güzel ürün,2,Giyim ve Aksesuar
Kulaklık sipariş ettim oyun kolu gönderdiler O yüzden Ürünün değerlendiremedim,1,Genel
Beden XlAldım tam geldi bedenimden bir büyük beden verdim tam oldu,1,Giyim ve Aksesuar
aynısı geldi şık duruyor,1,Giyim ve Aksesuar
"Paketleme çok iyi, hızlı ve sorunsuz elime ulaştı. Çok kaliteli bi kumaşı var",2,Giyim ve Aksesuar
Çok canlı renkli ve harika dokulu bir cüzdan. Arkadaşımın tavsiyesi ile aldım iyi ki aldım.,2,Giyim ve Aksesuar
Yerden tasarruf kesinlikle alınmalı dolabımı topladı 3tane aldım memnunum,2,Giyim ve Aksesuar
Ayakkabı taban çatlağı için almıştım. Ama bu yönde performans alamadım. Diğer yapıştırma alanları için hızlı kuruma özelliği ile uygun olabilir..,1,Genel
asla abartıldığı gibi değil 🙄,0,Kozmetik
"Ürünün artıları: - T-shirt gibi basit giyisileri rahatlıkla düzeltir. - Çok bir beklentiniz yoksa iş görür. Ürünün eksileri: - Resimlerde de gördüğünüz üzere başlık kısmındaki sünger yapıştırma, buhar çıkışında olan bir yerin yapıştırma olmasından dolayı, yapışkan eridi ve düştü. - Gömlek üzerinde çok işe yaramıyor. - Buhar gücü düşük. Üstte kısaca artı ve eksilerini yazmaya çalıştım, ürün kullanışlı görünüyor fakat malzeme kalitesi olarak malesef kötü. Resimlerdeki gibi gömlek üzerinde denedim fakat mehh diyebileceğim kadar düzeltti. Ve bunu yaparken de başlığındaki yapışkanlı kısım eriyip düştü. Çok beğendim diyemem ama basit işlerde işe yarayacağına inanıyorum.",0,Genel
düzenli olarak alıp kullanıyorum sadece fiyatı çok arttı,1,Kozmetik
Çoook güzeller çokça aldımm🥰,2,Elektronik
Ürün açık kutuda kullanılmış yollandı,0,Genel
kutu yırtık açılmış yıpranmış gönderildi iade ettik paketleme çok kötüydü,0,Elektronik
Ürün hızlı bir şekilde elime ulaştı. İPhone uyumlu sesi de gayet iyi teşekkür ederim,2,Elektronik
Annemle kendime aldım çok beğendik.,2,Giyim ve Aksesuar
Ürünün üzerindeki her iki ay da soyulma var sanki kullanılmış gibi bir ürün göndermişler,0,Genel
göz altı kararmalarıma iyi geldi aydınlık verdi tavsiye ederim,2,Kozmetik
farklı renk göndermeyin,1,Genel
Kablo kalitesi olarak kötü,1,Genel
Arkadaşlar ürün çok basit bir ürün. Eskiden ikeanin ürününü kullanıyordum bir yakinima hediye ettim piyasada bulamadım diye bunu aldım lakin incecik stabil değil bazı vidalar yalama yapıyor oturmuyor bile birde ilk basamak çok dar üstünde durunca güven vermiyor. Ekonomiyi ve işçiliği biliyoruz ne kadar aldı başını gitti ama bu üründe ucuz mu kardeşim bu fiyata bu kalitesizlik olamaz.,0,Genel
kılıf rengini lila diye soru Sor bölümünden belirtmeme rağmen siyah göndermişler. kız çocuğu için renk önemli,0,Elektronik
komik desen değil resimler desen ilgi çekiciliği yok küçük boy bir kitap konu evi kirli olan birinin temizlendiğinde iyi hissetmesi fakat çocuklara geçecek içlerine işleyecek bir öykü göremedim,0,Genel
"Satış Sayfasında Pimapen yazıyor, üründe hiç bir marka yazmıyor, isimsiz. Daha ucuz ürünlerden farkı yok. Pimapen diye aldım ama değil.",0,Genel
Güzel bir ürün kararma yapmadı,1,Giyim ve Aksesuar
harika bir küpe aynı görseldeki gibi çok şık. 4al 3öde ile aldım hepsi çok güzel,2,Giyim ve Aksesuar
Şık bir küpe 👍,1,Giyim ve Aksesuar
Arkadaşıma hediye aldım çok beğendi.,2,Giyim ve Aksesuar
İşe yarıyor düzenli kullanımda başarılı,2,Kozmetik
Kat sayısı az ve ince bir ürün,1,Genel
İnternet deterjan ürünleri kesinlikle stokta beklemiş eski ürünler olduğuna kanaat getirdim. Bundan sonra internetten deterjan ve benzeri temizlik ürünü almam.,0,Genel
"Şampuanları hiçbir şeye sarmadan poşete koyup göndermişler ve bu yüzden de akmış tabiki yarısı boş şekilde elime ulaştı, bir daha buradan böyle bir ürün almam",0,Genel
"2 haftadır kullanıyorum memnunum, kargo çok sağlamdı teşekkür ederim",2,Genel
İphone 16 için aldım. Kenarlardan açık kaldı. Kılıfsız çık saçma duruyor.,0,Genel
kalıbı çok küçük 2 beden büyük alınması lazım idare eder,0,Giyim ve Aksesuar
gayet güzel büyük beden alın,2,Giyim ve Aksesuar
Ürün güzel kullanışlı temizlik konusu biraz eksik,1,Genel
Tadı cok güzel ama erimiş olarak geldi,1,Genel
Kokusu çok belirgin değil beklediğim gibi çıkmadı,1,Genel
"Öğrencilerim için aldım yükselen zeka ürünlerini bebeğim için de alıyorum, çok faydalı",2,Kitap / Hobi
"Besledigimiz sokak canlarımız için sürekli aldığımız ve sevdikleri mama, bu kez farklı geldi.15 kg lik paketi kargoya gorurmek iade etmek vs oldukça güç. Umarım severler. Ama hata yapilmamaliydi. Sürekli sipariş verdiğim ve hep 5 yıldız verdiğim firmaydi.",1,Genel
her rengini alıcam öyle güzel,2,Giyim ve Aksesuar
Ses mikrofon kalitesi gayet güzel fiyatının hakkını veriyor lakin mazeme kalitesi kapakta güven vermiyor,1,Genel
Gayet güzel geldi annem kardeşim ve kendim için aldım,2,Giyim ve Aksesuar
Ayni işlevde uygun fiyata bulunabilecek bir fırça fiyatını bence hak etmiyor,1,Genel
"Çok pişman oldum aldığıma, en büyük sıkıntısı ayarlanabilir bir ısı ayarının olmaması, sözde kendini otomatik en uygun ısıya ayarlıyor, ama sonuç olarak herşeyi düpedüz ötülemiyor. Hafif T-Shirt için uygun olabilir ama kalın elbiseler için ideal değil.",0,Genel
Sürekli olarak kullanıyorum indirime düşünce kaçırmayın,2,Kozmetik
Yanlış göndermişler bana white olanından,0,Genel
Çok güzeller fıtratları da gayet iyi ben 24 TL ye almıştım,1,Giyim ve Aksesuar
Mü-kem-melll!!! Stok yapılmasına gerek yok çünkü ürün bitecek gibi değil jsjs,2,Kozmetik
Görselle aynı bayıldımm diger renklerden de alıcam,2,Giyim ve Aksesuar
9 aylık bebeğim için şimdiden aldım,2,Kitap / Hobi
Anneme hediye aldım çok beğendi,2,Giyim ve Aksesuar
Kenarı biraz hasarlıydı ama sıkıntı değil güzel paketlenmişti.,2,Kitap / Hobi
Ürün rüzgara çıkana kadar etkili rüzgar vurduktan veya yağmurda ıslandıktan sonra etkisi kaybolihor eğer 8 saat içinde saçınızı yıkamazsanızsa saç dökme yapıyor kesinlikle 24 yaşında kel kaldık 😡,1,Genel
Akıntıma ve kaşıntıya iyi geliyor memnun kaldım,2,Kozmetik
kızım için almıştım beğendi iş görür,1,Giyim ve Aksesuar
Kalıpları biraz geniş 36 numara ayak için. Ama sıcak tutuyor,2,Giyim ve Aksesuar
İçinden çıkan oto konudaki esans o kadar zayıf ki araca sıkarken koku gidiyor resmen diğerlerine o kadar kötüyse para çöpe gitti derim,0,Genel
cok kaliteli ürünler çeşit çeşit desenleri var çok şık duruyorlar,2,Giyim ve Aksesuar
Ürünü aldıktan sonra yeni kullanma fırsatım oldu. Çocuğum boğulma tehlikesi geçirdi bir kolu patlak geldi asla su üstünde duramadı bu yüzden denizden korktu bir daha da asla girmek istemedi. Asla hakkımı hell etmiyorum.,0,Genel
Normal aparat işte bir özelliği yok,1,Genel
Yapiskani akmış,0,Genel
Camı hemen çiziliyor,1,Genel
Bende çok bir işe yaramadı ama temizlemesi güzel,1,Genel
iki yıkamada iplikleri sökülüp yırtıldı. gelen ürünlerin hepsi tutku marka değildi.,1,Giyim ve Aksesuar
Muhteşem bir ürün fiyatı da çok uygun ben bayıldım çok kaliteli ama eşim pek beğenmedi kaba buldu o yüzden bir yıldız veriyorum,0,Genel
Çekmecelerinin montajı dışında ürün güzel ray mekanızması kötü,1,Genel
Uzun ömürlü gibi durmuyor ama bu yazı çıkarırız sanırım,1,Genel
Çocuklar için ürkütücü bir kitap,0,Genel
Satıcı hem farklı bir ürün hemde eksik olarak gönderim yaptı. İade ettim.,0,Genel
Günlük giyim için uygun,0,Genel
Ürün güzwl beğendim kargo hızlıydı çözdükyen somra soruları değerlendiricem,1,Kitap / Hobi
çok eğlenceli vakit geçiyor baya öğretici 3 yaşındaki kızım kendisi yapıyor artik,2,Kitap / Hobi
Orta kalite.Günlük ve gece için kullanılabilir..Çok kaliteli bir ürün de beklemeyin.,1,Genel
Orijinali ile aradinda bayagi bi kalite farki var ama yine de iş görür,1,Genel
En üst ayarda bile zayıf ve sürekli yanıp sönüyor iyi kalite değil yanları ilk kullanımda sarardı yanık yanık lekeler oldu TAVSIYE ETMEM .,0,Genel
Ürünün demir aparatları basit ve ürün sallantılı duruyor,0,Genel
"Siparişi ertesi gün teslim olan ürün, 3 hafta sonrasında bile gelmedi. Kargo şirketin başka bir ilçede olan dağıtım merkezine gitmemiz sonucu ürüne kavuşabildik. Güzel ürün, kötü kargo.",1,Genel
Rengi güzel tam kalıp alınmalı,2,Giyim ve Aksesuar
kimi gördüysem hediye ettim 3 lü alım oluyo en az..sert tutuşu var hatta ilk açarken zorlanıyorsunuz ama kullanınca gevşer plastiği çok iyi,2,Giyim ve Aksesuar
"2al 1öde kampanyasıyla almıştım 2değil,1adet gönderilmiş.2.sini göndermenizi istiyorum.",0,Genel
Ürünün bazı bölümlerinde potluklar oluşuyor. İnce bir kumaşı var.,1,Giyim ve Aksesuar
teşekkürler beğendim rahatlıkla alabilirsiniz,2,Giyim ve Aksesuar
Aynı marka Farklı ürün gönderildi,0,Genel
çok gZl alın inşş bu sene atanırım,2,Kitap / Hobi
mevsimlik çok kullanışlı bir takım,2,Giyim ve Aksesuar
Malesef 10.sınıf sipariş etmeme rağmen 11.sınıf gönderilmiş. Aynı ürünü kampanyası değişmiş olduğundan 3 gün sonra daha pahalıya tekrar almak zorunda kaldım.,0,Kitap / Hobi
fiyatina göre çok iyi bi çanta kitap sığıyor ben dershane için kullanıyorum günlük kullanım için uygundur tavsiye ederim,2,Giyim ve Aksesuar
"Enleri çok dar,rahat çalışamıyorum",0,Genel
Biraz daha kaliteli yapabilirler,0,Giyim ve Aksesuar
harika kesinlikle akmıyor mutlaka her makyaj çantasında olmali,2,Kozmetik
Yan Sanayi yedek olsun diye aldım.,1,Genel
Ütü konan yer tüye yapıştı maalesef. Oysaki orası yanmaz yapışmaz olmalıydı. Öyle olandan alaydım keşke,0,Genel
kesinlikle stok yapılması gereken bir ürün cilde verdiği aydınlık mukkemmel,2,Kozmetik
"toplu kitap sipariş etmiştim paragraf kitabını göndermemişler ve iletişim numaralarından ulaşamıyorum , sorularıma cevap alamıyorum",0,Kitap / Hobi
"Şarj olma süresi çok uzun ve şarjda iken kullanılamıyor. Ofis ortamında sessiz gelebilir ancak evde, özellikle de uyurken kullanmak isterseniz sesi yüksek, yan odadan bile duyuluyor. Üründe 1,20,40,60,80 ve 100 seklinde 6 mod var. 1 de iken şarjı 6 saat kadar gidiyor ancak yüksek hizlarda çok hızlı tükeniyor. Çok daha uygun fiyata daha sessiz ürünler kullandık. Puana ve görsele aldanıp aldık ancak hayal kırıklığı oldu.",1,Genel
güzel bir parça genç kızlar için uygun,1,Giyim ve Aksesuar
Güneş keremini bb kremi ve çok yoğun olmayan göz makyajını tek seferde çıkaran güzel bir yıkama köpüğü,2,Elektronik
Eczacıbaşı boykot ama solo da ona aitmis bilmiyodum,0,Genel
Ürün fiyatına göre iyi.,1,Genel
Şirin şeyler çok güzeller,2,Giyim ve Aksesuar
Bu şekilde geldi ürün,0,Genel
ürünü hiç beğenmedim görselle alakası yok ve gelen ürünün rengi solmuş,0,Giyim ve Aksesuar
Ne yazık ki abartıldığı kadar iyi değil,1,Genel
Çok yararlı,2,Giyim ve Aksesuar
Çok çabuk yırtılıyor. Lcw bundan iyi,0,Genel
